#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        q018 179.155667219 -59.7279817778    0.03499     0.2700     0.2692    02:31:39.017   -08:18:05.170
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py q018.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics.rc.fas.harvard.edu
#       at     2013/12/09 18:03:35 EST
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.2700 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.050928_0356.102_14.diff.fits_CTIO4m_MOSAIC_II   53641.165000   R4m         0.6329000000   0.7431000000   0.7431000000
wdd5.051002_0429.074_14.diff.fits_CTIO4m_MOSAIC_II   53645.189600   R4m        -1.6222000000   1.4296000000   1.4296000000
wdd5.051108_0352.085_14.diff.fits_CTIO4m_MOSAIC_II   53682.162700   R4m        -0.1561000000   1.4120000000   1.4120000000
wdd5.051124_0330.077_14.diff.fits_CTIO4m_MOSAIC_II   53698.147200   R4m         0.3579000000   0.9378000000   0.9378000000
wdd5.051130_0356.081_14.diff.fits_CTIO4m_MOSAIC_II   53704.165000   R4m        -0.1369000000   0.3557000000   0.3557000000
wdd5.060916_0853.159_14.diff.fits_CTIO4m_MOSAIC_II   53994.371300   R4m        34.1631000000   0.6632000000   0.6632000000
wdd5.060925_0821.406_14.diff.fits_CTIO4m_MOSAIC_II   54003.348900   R4m        22.7241000000   0.9218000000   0.9218000000
wdd5.060928_0829.462_14.diff.fits_CTIO4m_MOSAIC_II   54006.355600   R4m        21.3999000000   0.5618000000   0.5618000000
wdd5.061015_0747.275_14.diff.fits_CTIO4m_MOSAIC_II   54023.325900   R4m         9.0811000000   0.7455000000   0.7455000000
wdd5.061019_0847.131_14.diff.fits_CTIO4m_MOSAIC_II   54027.367100   R4m         7.7047000000   0.9123000000   0.9123000000
wdd5.061023_0800.153_14.diff.fits_CTIO4m_MOSAIC_II   54031.334600   R4m         6.8841000000   0.7165000000   0.7165000000
wdd5.061029_0809.124_14.diff.fits_CTIO4m_MOSAIC_II   54037.342100   R4m         5.3194000000   0.9231000000   0.9231000000
wdd5.061031_0734.128_14.diff.fits_CTIO4m_MOSAIC_II   54039.316600   R4m         4.9642000000   1.0706000000   1.0706000000
wdd5.061114_0335.107_14.diff.fits_CTIO4m_MOSAIC_II   54053.150700   R4m         2.9168000000   0.4129000000   0.4129000000
wdd5.061116_0713.116_14.diff.fits_CTIO4m_MOSAIC_II   54055.302200   R4m         5.7486000000   0.9722000000   0.9722000000
wdd5.061118_0636.093_14.diff.fits_CTIO4m_MOSAIC_II   54057.276000   R4m         2.4973000000   0.9719000000   0.9719000000
wdd5.061124_0729.128_14.diff.fits_CTIO4m_MOSAIC_II   54063.313200   R4m         3.3081000000   0.6885000000   0.6885000000
wdd5.061130_0645.080_14.diff.fits_CTIO4m_MOSAIC_II   54069.282600   R4m         3.5988000000   0.7255000000   0.7255000000
wdd5.061215_0342.094_14.diff.fits_CTIO4m_MOSAIC_II   54084.155700   R4m         4.2995000000   1.4700000000   1.4700000000
wdd5.061217_0340.119_14.diff.fits_CTIO4m_MOSAIC_II   54086.154200   R4m         1.7192000000   0.6892000000   0.6892000000
wdd5.061219_0353.081_14.diff.fits_CTIO4m_MOSAIC_II   54088.163100   R4m         1.6961000000   0.5734000000   0.5734000000
wdd5.061226_0351.405_14.diff.fits_CTIO4m_MOSAIC_II   54095.161900   R4m         3.0395000000   0.7253000000   0.7253000000
wdd5.061229_0425.028_14.diff.fits_CTIO4m_MOSAIC_II   54098.185100   R4m         2.0679000000   2.1791000000   2.1791000000
wdd5.061230_0325.131_14.diff.fits_CTIO4m_MOSAIC_II   54099.143700   R4m        -0.7050000000   2.4469000000   2.4469000000
wdd5.070908_0820.070_14.diff.fits_CTIO4m_MOSAIC_II   54351.348700   R4m         0.0648000000   0.6836000000   0.6836000000
wdd5.070911_0850.070_14.diff.fits_CTIO4m_MOSAIC_II   54354.369300   R4m         0.3944000000   0.6628000000   0.6628000000
wdd5.070917_0802.051_14.diff.fits_CTIO4m_MOSAIC_II   54360.337400   R4m         0.0476000000   0.7385000000   0.7385000000
wdd5.071004_0806.060_14.diff.fits_CTIO4m_MOSAIC_II   54377.338900   R4m         0.5526000000   0.8362000000   0.8362000000
wdd5.071008_0907.074_14.diff.fits_CTIO4m_MOSAIC_II   54381.381800   R4m        -0.0630000000   0.7079000000   0.7079000000
wdd5.071010_0858.061_14.diff.fits_CTIO4m_MOSAIC_II   54383.374900   R4m        -0.1687000000   0.9751000000   0.9751000000
wdd5.071012_0804.080_14.diff.fits_CTIO4m_MOSAIC_II   54385.337800   R4m        -0.0403000000   0.7955000000   0.7955000000
wdd5.071014_0740.053_14.diff.fits_CTIO4m_MOSAIC_II   54387.321000   R4m         0.3979000000   1.5063000000   1.5063000000
wdd5.071020_0729.065_14.diff.fits_CTIO4m_MOSAIC_II   54393.313300   R4m         0.2515000000   0.5609000000   0.5609000000
wdd5.071103_0714.022_14.diff.fits_CTIO4m_MOSAIC_II   54407.304100   R4m         0.5737000000   0.9398000000   0.9398000000
wdd5.071105_0821.075_14.diff.fits_CTIO4m_MOSAIC_II   54409.348900   R4m        -0.9673000000   0.7413000000   0.7413000000
wdd5.071107_0729.075_14.diff.fits_CTIO4m_MOSAIC_II   54411.313100   R4m         0.8080000000   0.5521000000   0.5521000000
wdd5.071113_0409.030_14.diff.fits_CTIO4m_MOSAIC_II   54417.174000   R4m         0.4223000000   0.4272000000   0.4272000000
wdd5.071115_0402.092_14.diff.fits_CTIO4m_MOSAIC_II   54419.169700   R4m        -0.1294000000   0.4400000000   0.4400000000
wdd5.071117_0338.075_14.diff.fits_CTIO4m_MOSAIC_II   54421.153000   R4m         0.4695000000   0.4533000000   0.4533000000
wdd5.071119_0724.105_14.diff.fits_CTIO4m_MOSAIC_II   54423.309300   R4m        -0.3743000000   0.9190000000   0.9190000000
wdd5.071203_0534.104_14.diff.fits_CTIO4m_MOSAIC_II   54437.232600   R4m        -1.6316000000   0.7614000000   0.7614000000
wdd5.071205_0407.087_14.diff.fits_CTIO4m_MOSAIC_II   54439.173100   R4m        -0.8737000000   0.6545000000   0.6545000000
wdd5.071207_0338.082_14.diff.fits_CTIO4m_MOSAIC_II   54441.152800   R4m         0.3704000000   0.5327000000   0.5327000000
wdd5.071209_0336.086_14.diff.fits_CTIO4m_MOSAIC_II   54443.151600   R4m         0.0287000000   0.6999000000   0.6999000000
wdd5.071211_0350.089_14.sw.fits_CTIO4m_MOSAIC_II     54445.161700   R4m        -1.9941000000   0.7583000000   0.7583000000
wdd5.050928_0427.106_14.diff.fits_CTIO4m_MOSAIC_II   53641.186600   I4m        -0.5901000000   1.5761000000   1.5761000000
wdd5.051124_0400.081_14.diff.fits_CTIO4m_MOSAIC_II   53698.168300   I4m        -1.4160000000   1.9890000000   1.9890000000
wdd5.051130_0426.085_14.diff.fits_CTIO4m_MOSAIC_II   53704.186200   I4m         0.0163000000   0.7514000000   0.7514000000
wdd5.060916_0938.166_14.diff.fits_CTIO4m_MOSAIC_II   53994.402900   I4m        40.0212000000   1.3092000000   1.3092000000
wdd5.060925_0901.413_14.diff.fits_CTIO4m_MOSAIC_II   54003.377100   I4m        27.2846000000   1.6981000000   1.6981000000
wdd5.060928_0857.450_14.diff.fits_CTIO4m_MOSAIC_II   54006.375200   I4m        23.9005000000   0.8860000000   0.8860000000
wdd5.061015_0819.279_14.diff.fits_CTIO4m_MOSAIC_II   54023.347800   I4m        15.9560000000   1.2098000000   1.2098000000
wdd5.061019_0823.127_14.diff.fits_CTIO4m_MOSAIC_II   54027.350800   I4m        16.2717000000   1.3852000000   1.3852000000
wdd5.061023_0815.156_14.diff.fits_CTIO4m_MOSAIC_II   54031.345100   I4m        11.1545000000   1.4272000000   1.4272000000
wdd5.061029_0729.119_14.diff.fits_CTIO4m_MOSAIC_II   54037.313600   I4m         9.3928000000   1.4498000000   1.4498000000
wdd5.061031_0834.139_14.diff.fits_CTIO4m_MOSAIC_II   54039.358100   I4m         7.5204000000   2.0184000000   2.0184000000
wdd5.061114_0405.111_14.diff.fits_CTIO4m_MOSAIC_II   54053.171700   I4m         3.2634000000   0.9802000000   0.9802000000
wdd5.061124_0748.131_14.diff.fits_CTIO4m_MOSAIC_II   54063.326200   I4m         4.3912000000   1.8593000000   1.8593000000
wdd5.061215_0412.098_14.diff.fits_CTIO4m_MOSAIC_II   54084.176600   I4m         0.5170000000   2.1216000000   2.1216000000
wdd5.061219_0358.082_14.diff.fits_CTIO4m_MOSAIC_II   54088.166600   I4m         3.0721000000   0.9687000000   0.9687000000
wdd5.061226_0355.406_14.diff.fits_CTIO4m_MOSAIC_II   54095.164200   I4m         2.4882000000   1.3487000000   1.3487000000
wdd5.061230_0329.132_14.diff.fits_CTIO4m_MOSAIC_II   54099.146300   I4m        -2.2031000000   2.9370000000   2.9370000000
wdd5.070914_0816.046_14.diff.fits_CTIO4m_MOSAIC_II   54357.346000   I4m        -0.9520000000   1.5327000000   1.5327000000
wdd5.070920_0938.056_14.diff.fits_CTIO4m_MOSAIC_II   54363.402100   I4m        -1.4555000000   1.3624000000   1.3624000000
wdd5.071008_0913.075_14.diff.fits_CTIO4m_MOSAIC_II   54381.385600   I4m         0.4239000000   1.7034000000   1.7034000000
wdd5.071014_0828.060_14.diff.fits_CTIO4m_MOSAIC_II   54387.353400   I4m         0.0630000000   1.1007000000   1.1007000000
wdd5.071016_0835.062_14.diff.fits_CTIO4m_MOSAIC_II   54389.359300   I4m         1.6034000000   2.2238000000   2.2238000000
wdd5.071103_0746.026_14.diff.fits_CTIO4m_MOSAIC_II   54407.325000   I4m         1.0720000000   1.7746000000   1.7746000000
wdd5.071107_0800.079_14.diff.fits_CTIO4m_MOSAIC_II   54411.335300   I4m        -1.0908000000   1.1120000000   1.1120000000
wdd5.071113_0345.026_14.diff.fits_CTIO4m_MOSAIC_II   54417.157400   I4m         0.8189000000   0.7112000000   0.7112000000
wdd5.071203_0603.108_14.diff.fits_CTIO4m_MOSAIC_II   54437.253600   I4m         3.8905000000   1.9966000000   1.9966000000
wdd5.071207_0343.083_14.diff.fits_CTIO4m_MOSAIC_II   54441.156300   I4m        -1.1863000000   1.1567000000   1.1567000000
wdd5.071209_0347.088_14.diff.fits_CTIO4m_MOSAIC_II   54443.159100   I4m         0.6283000000   1.1266000000   1.1266000000
wdd5.071211_0401.091_14.sw.fits_CTIO4m_MOSAIC_II     54445.170400   I4m        -0.3442000000   1.4470000000   1.4470000000
